ocr_char,syllable,n_rows,n_pages,n_books,tiers,char_in_dict,dict_readings_of_char,n_dict_chars_for_syllable,dict_chars_for_syllable,similar_hit,gold_count,verdict,true_char,sample_images
浅,khỏi,1,1,1,REVIEW,True,thiển tiên,3, 塊 瑰,,0,,,
淹,thiên,1,1,1,REVIEW,True,im yêm yểm êm ôm ươm ấm,94,丿 仟 偏 傓 兛 兲 匾 千 圱 圲 埏 天 媥 徧 忏 扁 扇 扡 扦 拪,,0,,,
法,chó,1,1,1,REVIEW,True,bắp mép mướp pháp phép phăm phấp phập phắp rẻ,10,匵 犬 犭 犮 犾 㹜 㹥 𤝹 𤠚 𦢞,,189,,,
泥,vẽ,1,1,1,REVIEW,True,lầy ne nài nè né nê nơi nề nể nễ nệ đe,21,尾 捤 𠳿 𡲈 𡲤 𡳒 𢽙 𤳰 𦘧 𨤔 𪽗 𫥯 𫵡 󰖽 󰛕 󰬯 󰬱 󰬵 󱤀 󱮿,,3,,,
泥,sạch,1,1,1,REVIEW,True,lầy ne nài nè né nê nơi nề nể nễ nệ đe,16, 歷 沚 泟 洔 滌 瀝 石 脽 𣼝 𣽤 𤁋 𤂂 𤃹 󰧙 󱧔,,3,,,
泣,rửa,1,1,1,REVIEW,True,dập khóc khấp khắp lấp lớp ngập phấp rầm rập rắp sấp,10, 洗 瀉 𣳮 𣷱 𤀗 𤂩 𪡉 𫼴 󱧢,,15,,,
泣,khớp,1,1,1,REVIEW,True,dập khóc khấp khắp lấp lớp ngập phấp rầm rập rắp sấp,3,恰 級 𨸚,,15,,,
波,bề,1,1,1,REVIEW,True,ba bà bể pha phà phả,29,ヌ 佊 僟 彼 悲 皮 箆 篦 紴 萆 蓖 錍 鎞 鼙 𠬱 𠰎 𠱀 𡰻 𢚸 𣃣,佊 彼 皮 紴 𠱀 𣃣,4,,,
泗,miếng,1,1,1,REVIEW,True,tứ tứa,12,唤 喚 𠰘 𠰳 𠲶 𠷦 𠿅 𡅱 𡅻 𡅽 𧠮 𨬋,,0,,,
法,xác,1,1,1,REVIEW,True,bắp mép mướp pháp phép phăm phấp phập phắp rẻ,34,剒 埆 塙 墧 壳 悫 愨 慤 搉 攉 榷 殻 殼 确 確 碻 礜 礭 索 蝎,,189,,,
法,trị,1,1,1,REVIEW,True,bắp mép mướp pháp phép phăm phấp phập phắp rẻ,17,乿 値 倳 值 植 治 直 稙 胾 𡥎 𡭒 𣳮 𦙼 𦚚 𦛹 𦠋 剚,,189,,,
法,phep,1,1,1,REVIEW,True,bắp mép mướp pháp phép phăm phấp phập phắp rẻ,0,,,189,,,
法,lạc,1,1,1,REVIEW,True,bắp mép mướp pháp phép phăm phấp phập phắp rẻ,68,乐 咯 喀 楽 樂 泊 泺 洛 洜 渃 濼 烙 犖 狢 珞 硌 礫 絡 络 茖,,189,,,
法,làm,1,1,1,REVIEW,True,bắp mép mướp pháp phép phăm phấp phập phắp rẻ,17, 乄 滥 漤 濫 灠 爪 爫 藍 㕚 𣩂 𣽦 𪵯 𫜵 𬈋 󰥎 󱛝,,189,,,
法,chịu,1,1,1,REVIEW,True,bắp mép mướp pháp phép phăm phấp phập phắp rẻ,8,受 召 邵 𠮥 𠮦 𠹾 𠺥 𥃝,,189,,,
法,cho,1,1,1,REVIEW,True,bắp mép mướp pháp phép phăm phấp phập phắp rẻ,12, 咮 埃 木 朱 株 沫 渚 濐 硃 陼 㵭,,189,,,
浄,phải,1,1,1,REVIEW,True,gianh tĩnh tạnh tịnh,30,仕 伂 塊 折 拜 拝 朝 沛 派 芾 霈 㳈 𡴬 𢪙 𢫶 𢮠 𢰛 𢱭 𢳎 𢴽,,1,,,
泄,trẻ,1,1,1,REVIEW,True,duệ dáy dịa thế thực tiết tướt,24, 娋 礼 稚 稺 穉 蕛 里 雉 䄺 䆈 䕌 𥘷 𥙩 𥠧 𥡖 𥣔 𥣦 𪨅 󰅎,,0,,,
沿,tăm,1,1,1,REVIEW,True,diên duyên,16,吢 吣 唏 唚 心 杺 沁 籖 籤 芯 䈜 𢙈 𣅵 𨠉 󱤢 籥,,0,,,
沿,tri,1,1,1,REVIEW,True,diên duyên,48,又 夂 智 椥 池 沱 淄 甾 畠 知 純 緇 缁 胝 菑 葘 蜘 趍 躓 輜,,0,,,
沿,cháu,1,1,1,REVIEW,True,diên duyên,7,孫 沼 𡤾 𡥙 𫲤 𫲰 𭛤,,0,,,
沽,trối,1,1,1,REVIEW,True,cô cổ,6,誄 讄 䛶 𠲝 𠶡 𡂳,,0,,,
沼,trị,1,1,1,REVIEW,True,chiểu cháu chĩu chậu trẻo xẻo,17,乿 値 倳 值 植 治 直 稙 胾 𡥎 𡭒 𣳮 𦙼 𦚚 𦛹 𦠋 剚,,0,,,
治,bạc,1,1,1,REVIEW,True,chệ trì trị trịa,65,亳 伯 包 匏 博 帕 愽 懪 撲 昰 欂 泊 泺 洦 淿 湐 溥 濼 爆 玉,,8,,,
油,sách,1,1,1,REVIEW,True,du dàu dù dùng dư dầu dẫu dứu giàu giầu ru râu,60, 𱏺 冊 册 啧 嗦 嘖 坼 彳 愬 拆 摵 敇 敕 柵 栅 梜 溹 笧 策,,71,,,
河,gả,1,1,1,REVIEW,True,hà,9,哿 妸 婍 嫁 舸 䄎 𡥚 𧱌 㚸,妸,0,,,gold/stt11_page_0210_c09_160.png
河,an,1,1,1,REVIEW,True,hà,89,侒 媕 安 案 桉 殷 氨 胺 銨 铵 鞌 鞍 鮟 𠕷 𠼞 𡚴 𦛅 𩣑 𩽾 丱,,0,,,
河,a,1,1,1,REVIEW,True,hà,118,丫 了 亜 亞 兮 呀 呵 哑 啊 啞 嗄 堊 妸 娿 婀 婐 婭 客 屙 惡,妸 疴,0,,,
没,đồ,1,1,1,REVIEW,True,mít mốt một,77,兔 凃 剫 啚 図 图 圕 圖 圗 堵 塗 宅 屠 庒 度 廓 徒 捈 梌 檡,,127,,,
泥,đem,1,1,1,REVIEW,True,lầy ne nài nè né nê nơi nề nể nễ nệ đe,28,   冘 剾 抌 眈 耽 躭 酖 鴆 𢲠 𨈔 𨈠 𨈦 𨈨 𨊍 𨊗 𨑴 𨑻,,3,,,
注,bè,1,1,1,REVIEW,True,chua chõ chú chốn chủ giú u,13,佊 廵 皮 舥 蔀 鮍 𠶊 𣙨 𤿤 𥯤 𦨭 𬜛 󱗦,,2,,,
注,chắng,1,1,1,REVIEW,True,chua chõ chú chốn chủ giú u,1,𪭽,,2,,,
注,chẳng,1,1,1,REVIEW,True,chua chõ chú chốn chủ giú u,36,   丕 丞 亟 仳 坤 基 庄 庒 払 承 抍 拯 撜 極 氶 荘 莊,,2,,,
浄,do,1,1,1,REVIEW,True,gianh tĩnh tạnh tịnh,29,伷 凷 宙 尤 揂 楢 犹 猶 猷 由 甴 繇 茜 莸 蕕 蚰 謠 逌 鈾 铀,,1,,,
浂,nước,1,1,1,REVIEW,True,dật giặt,13, 匿 國 娘 搩 於 渃 珠 箸 著 𣋐 𣥧 𫭔,,0,,,
流,y,1,1,1,REVIEW,True,danh loạn lưu,59,伊 依 億 医 吚 咿 噫 噯 意 懿 抑 旖 椅 欬 欹 毉 洢 渏 漪 犄,,0,,,
洽,lạnh,1,1,1,REVIEW,True,hiệp hợp,7,令 冷 泠 㳥 㾉 𠘤 𨗺,,0,,,
活,sa,1,1,1,REVIEW,True,at hoạt oạc oặt quạt,51,ヌ 剎 娑 差 扠 抄 挱 挲 桫 桬 楂 沙 潭 猀 痧 砂 紇 紗 纱 耶,,0,,,
活,rửa,1,1,1,REVIEW,True,at hoạt oạc oặt quạt,10, 洗 瀉 𣳮 𣷱 𤀗 𤂩 𪡉 𫼴 󱧢,,0,,,
活,con,1,1,1,REVIEW,True,at hoạt oạc oặt quạt,15,ヌ  婫 岞 昆 晜 罤 群 㒭 𡥵 𣋥 𤙭 𥊽 𧲟 𫴾,,0,,,
活,chó,1,1,1,REVIEW,True,at hoạt oạc oặt quạt,10,匵 犬 犭 犮 犾 㹜 㹥 𤝹 𤠚 𦢞,,0,,,
洲,cô,1,1,1,REVIEW,True,chao chu châu,61,估 呱 咕 喿 夃 姑 嫴 孤 家 搰 柧 沽 泒 瓜 瘔 笟 箍 箛 篐 罛,,0,,,
洩,dây,1,1,1,REVIEW,True,duệ dáy dãi dịa thực tiết tướt,30,乁 幔 扡 曳 洟 祇 移 箈 紙 紲 絃 絏 絲 苔 菭 薹 袣 迻 䄬 䈚,,6,,,
洩,dái,1,1,1,REVIEW,True,duệ dáy dãi dịa thực tiết tướt,12,悈 戒 抴 拽 曳 曵 𠰺 𢘽 𤲼 𦥙 󱤮 󱤯,拽 𢘽,6,,,
津,tiền,1,1,1,REVIEW,True,luột lọt lụt tân,16,偂 前 剪 歬 湔 葥 踐 連 銭 錢 钱 𠝣 𣥑 𬼀 癣 癬,,0,,,
洟,nước,1,1,1,REVIEW,True,di dây dí dề dỉ gây gì ri rây rì rơi rười,13, 匿 國 娘 搩 於 渃 珠 箸 著 𣋐 𣥧 𫭔,,0,,,
洞,khi,1,1,1,REVIEW,True,dọng dộng rụng đùng đọng đồng đỗng động,31,倛 僛 吱 唭 娸 崎 徛 攲 敧 期 机 桤 榿 欹 欺 浪 猗 觭 諆 踦,,2,,,
洗,đâu,1,1,1,REVIEW,True,dẫy giẫy rưới rải rảy rẩy rợi rửa sái tiển tưới tẩy,34,     𱏫 丟 丢 兜 兠 厾 叨 唗 篼 芇 蔸 銩 铥 頭 颩,,0,,,
洗,săn,1,1,1,REVIEW,True,dẫy giẫy rưới rải rảy rẩy rợi rửa sái tiển tưới tẩy,21,侁 删 刪 嗔 噒 憐 獜 珊 粦 詵 蹸 鏻 駪 𢕸 𢩳 𤜬 𤞓 𤡩 𤢈 𤢯,侁 𤞓,0,,,
洎,quên,1,1,1,REVIEW,True,kíp kịp kỵ tự,23,忘 悁 懁 捐 涓 鋗 㳙 𠅳 𠅻 𠫾 𢛋 𢞈 𢟚 𧨜 𪬙 𪬳 𫡻 𫡾 𫯗 𫺴,,0,,,
洋,thấy,1,1,1,REVIEW,True,dương tiêu,15,  体 獕 笨 躰 軆 透 骵 體 𧡊 𨉥 𨉦 𩪆 𫌠,,0,,,
泽,giờ,1,1,1,REVIEW,True,trạch,14,俆 徐 除 𠀺 𣇞 𣉹 𨑦 𪬪 𪱡 𬁊 𬁐 󱤗 󱤫 󱮠,,0,,,
泻,rửa,1,1,1,REVIEW,True,tích tả,10, 洗 瀉 𣳮 𣷱 𤀗 𤂩 𪡉 𫼴 󱧢,,0,,,
泰,vua,1,1,1,REVIEW,True,thái thới,15,君 噖 𠀹 𠁈 𠱩 𠱭 𠱰 𠺞 𢁨 𢂜 𢃊 𤤰 𪻟 𪼀 󰯯,,0,,,
泰,chay,1,1,1,REVIEW,True,thái thới,32,亝 夈 斉 斊 斋 斎 粂 齊 齋 齐 㪰 䄢 䬩 𠆈 𠫱 𠫸 𠫼 𠮘 𡄡 𡕓,,0,,,
泯,dạy,1,1,1,REVIEW,True,dân dẫn hôn miến mẫn,14, 代 抴 拽 敎 教 曳 曵 㖂 𠰺 𠸕 𤕝 𦥙 󱙦,,2,,,
注,sa,1,1,1,REVIEW,True,chua chõ chú chốn chủ giú u,51,ヌ 剎 娑 差 扠 抄 挱 挲 桫 桬 楂 沙 潭 猀 痧 砂 紇 紗 纱 耶,,2,,,
注,dù,1,1,1,REVIEW,True,chua chõ chú chốn chủ giú u,16,凨 剈 喻 愈 愉 油 由 瘉 癒 釉 𠃄 𠱋 𠶢 𡩗 𢂎 𢠚,,2,,,
混,là,1,1,1,REVIEW,True,côn cổn hỏn hồn hổn hỗn hộn kon xổn,31,  𱺵 卥 号 囉 容 廾 時 浪 纙 罗 羅 買 邏 㼈 𢌬 𦉼 𦋝 𦌴,浪,4,,,gold/stt4_page_0062_c09_181.png
添,lê,1,1,1,REVIEW,True,chem chăm thiêm thèm thêm thếch triêm trèm,48,栛 梨 梸 棃 犁 犂 琍 璃 瓈 筣 茘 荔 莉 菞 蔾 藜 蠡 黎 黧 㰀,,4,,,
没,tăm,1,1,1,REVIEW,True,mít mốt một,16,吢 吣 唏 唚 心 杺 沁 籖 籤 芯 䈜 𢙈 𣅵 𨠉 󱤢 籥,,127,,,
潘,sa,1,1,1,REVIEW,True,bàn phan phen phiên phăng thêm,51,ヌ 剎 娑 差 扠 抄 挱 挲 桫 桬 楂 沙 潭 猀 痧 砂 紇 紗 纱 耶,,0,,,
濁,quen,1,1,1,REVIEW,True,chọc rục sộc trạc trọc đuốc đục,18,悁 慣 懁 捐 摜 毌 涓 貫 鋗 㳙 䝺 𢛋 𢞈 𢿒 𧨜 𧵗 𪡵 𬙿,,0,,,
激,một,1,1,1,REVIEW,True,khiếu khích kiểu kích,37,        𱥺 刎 圽 堆 墓 更 歾 歿 殁 殳 沒 没,,0,,,
澮,gối,1,1,1,REVIEW,True,cúi giội gội gụi hói khoái lội quái uế uể ái,20,儈 噲 栝 桧 桰 檜 絵 繪 绘 膾 襘 鄶 𢶒 𨆝 𩠴 𪭯 𫋻 󰆁 󰟵 󱖺,儈 噲 檜 襘 𢶒 𨆝,0,,,
澮,goi,1,1,1,REVIEW,True,cúi giội gội gụi hói khoái lội quái uế uể ái,0,,,0,,,
澮,chết,1,1,1,REVIEW,True,cúi giội gội gụi hói khoái lội quái uế uể ái,20,划 托 找 折 摺 死 歽 爪 爫 翼 㪿 𣂚 𣂟 𣂫 𣂲 𣂹 𣨰 𣩁 𣩂 󰅹,,0,,,
澑,trời,1,1,1,REVIEW,True,lưu lựu rượu,13, 俼 天 旹 𠅜 𠳒 𡗶 𢚸 𣈗 𫯝 𫶸 󱞿 沈,,0,,,
澆,nhiêu,1,1,1,REVIEW,True,kiêu nghiêu nhau nhiều nhiễu nhão,29, 僥 堯 娆 嬈 桡 橈 荛 蕘 蛲 蟯 襓 趬 跷 蹺 蹻 饒 饶 𡆁 𡗉,僥 堯 嬈 橈 蕘 蟯,8,,,gold/stt2_page_0054_c03_046.png
潮,vượt,1,1,1,REVIEW,True,chiều chào chầu giàu giầu rều triêu triều trào tràu trều xèo,11,越 趏 䟠 𢵼 𣾼 𦈭 𧻂 𨅿 𨒋 󰠇 󱮩,,0,,,
潮,lên,1,1,1,REVIEW,True,chiều chào chầu giàu giầu rều triêu triều trào tràu trều xèo,14,年 瑨 苓 蓮 連 𢧚 𨑗 𨕭 𨖲 𫧧 𬨠 𬨺 󰁯 󰓁,,0,,,
潜,thầy,1,1,1,REVIEW,True,tiềm tèm tỉm,8,  偨 柴 祡 茈 賴 𪪀,,0,,,
潜,chó,1,1,1,REVIEW,True,tiềm tèm tỉm,10,匵 犬 犭 犮 犾 㹜 㹥 𤝹 𤠚 𦢞,,0,,,
潘,vợ,1,1,1,REVIEW,True,bàn phan phen phiên phăng thêm,16,  婦 媍 嬏 邚 齊 㛪 㛼 𡞒 𡞕 𡟱 𡢼 󰄯 󰴌 󱟒,嬏,0,,,
潘,lìa,1,1,1,REVIEW,True,bàn phan phen phiên phăng thêm,19,例 漓 离 裏 裡 詈 里 離 䅻 𠅜 𧧧 𧩥 𨾫 𩀌 𬓞 󰡞 󰳄 󱉊 󱤌,,0,,,
滬,chớ,1,1,1,REVIEW,True,hỗ hộ,19, 咀 啫 渚 濐 籒 著 陼 㵭 䐗 𠤆 𠤌 𠹲 𣜾 𤀞 𤈪 著 󱉟 󱧥,,0,,,
潘,le,1,1,1,REVIEW,True,bàn phan phen phiên phăng thêm,15,囄 离 藜 離 魑 黎 䅻 𠲥 𠻗 𨾫 𩀌 𪅆 𫤡 󰌑 󱪏,,0,,,
潔,hôn,1,1,1,REVIEW,True,cát khiết khét khít kiết,32,婚 怋 惛 惽 昏 昬 殙 涽 湣 焄 閽 阍 㖧 㛰 䫒 𡕼 𡕽 𡖀 𡝪 𣄼,,0,,,
漭,măng,1,1,1,REVIEW,True,mãng,11,恾 瞢 笀 芒 𠅇 𣒣 𥭎 𥭶 𦀴 𩷶 𬕼,,0,,,
漢,lăm,1,1,1,REVIEW,True,han hán háng hắn hớn,11,啉 婪 惏 林 𠄻 𠄼 𠵂 𢆥 𬂽 󰢵 𭸓,,0,,,
漏,soi,1,1,1,REVIEW,True,làu lâu lạu lầu lậu lệ,19,搊 擂 攂 洡 芁 雷 㵢 䣂 𢐝 𢬗 𢹮 𢺢 𤐝 𥋸 𪤠 𬧾 󰅈 󱈗 󱧽,,0,,,
漏,nước,1,1,1,REVIEW,True,làu lâu lạu lầu lậu lệ,13, 匿 國 娘 搩 於 渃 珠 箸 著 𣋐 𣥧 𫭔,,0,,,
漏,giu,1,1,1,REVIEW,True,làu lâu lạu lầu lậu lệ,0,,,0,,,
漏,cách,1,1,1,REVIEW,True,làu lâu lạu lầu lậu lệ,76,咯 喀 嗝 塥 恪 愅 拮 挌 搿 敋 格 槅 滆 硌 礫 翮 肐 胳 膈 蛒,,0,,,
漆,biển,1,1,1,REVIEW,True,thất thế tất,45,匾 变 彼 惼 扁 汴 煸 猵 碥 稨 艑 萹 藊 蝙 褊 諞 谝 蹁 騗 騙,,0,,,
漂,người,1,1,1,REVIEW,True,phao pheo phiêu phiếu phều phịu siêu teo veo xiêu xiếu xẻo,20,仉 倘 儻 勜 匕 命 圤 徜 昆 皚 躺 辞 㝵 𠊚 𠊛 𣈗 𣈜 𤽗 𫴮 󱫱,,4,,,
滯,sông,1,1,1,REVIEW,True,chề dép dải sệ trẹ trề trễ trệ xễ đái đáy,10,槣 江 滝 漗 瀧 秦 㳘 𤯩 𪷹 󱦿,,0,,,
滯,dưới,1,1,1,REVIEW,True,chề dép dải sệ trẹ trề trễ trệ xễ đái đáy,14, 帶 撨 𠁑 𢃄 𢋴 𣻉 𤲂 𨑜 𫴋 𬺗 󰍔 󰡈 󰡎,𠁑,0,,,
濃,chẳng,1,1,1,REVIEW,True,nòng nông nùng nũng nống nồng,36,   丕 丞 亟 仳 坤 基 庄 庒 払 承 抍 拯 撜 極 氶 荘 莊,,0,,,
濓,lăm,1,1,1,REVIEW,True,lem nhèm,11,啉 婪 惏 林 𠄻 𠄼 𠵂 𢆥 𬂽 󰢵 𭸓,,0,,,
濟,chớ,1,1,1,REVIEW,True,tưới tế tể tễ,19, 咀 啫 渚 濐 籒 著 陼 㵭 䐗 𠤆 𠤌 𠹲 𣜾 𤀞 𤈪 著 󱉟 󱧥,,0,,,
濟,mắng,1,1,1,REVIEW,True,tưới tế tể tễ,17, 么 傌 喯 嗎 噒 忙 罵 莽 莾 駡 㗂 䧞 𠻵 𠼦 𦋻 󰪾,,0,,,
炙,một,1,1,1,REVIEW,True,chá chích chạ chả,37,        𱥺 刎 圽 堆 墓 更 歾 歿 殁 殳 沒 没,,0,,,
炕,lửa,1,1,1,REVIEW,True,khanh kháng,8, 𱪵 呂 帞 火 焒 󰌎 󰌕,,0,,,
炒,sa,1,1,1,REVIEW,True,sao xào xáo,51,ヌ 剎 娑 差 扠 抄 挱 挲 桫 桬 楂 沙 潭 猀 痧 砂 紇 紗 纱 耶,抄 挱 沙 猀 砂 紗,0,,,
炅,linh,1,1,1,REVIEW,True,cảnh khuyết khệnh kẻng kỉnh quý quýnh quế,129,令 伶 冷 刢 呤 呬 囹 姈 孁 岭 彾 忴 怜 拎 柃 棂 櫺 欞 泠 澪,灵,0,,,gold/stt11_page_0270_c09_193.png
灾,thật,1,1,1,REVIEW,True,tai,10,囸 实 実 宲 寔 實 舌 𡪲 𡾍 𥦽,实,0,,,
灾,hãv,1,1,1,REVIEW,True,tai,0,,,0,,,
災,hãy,1,1,1,REVIEW,True,tai,23,亥 俟 咍 咳 唉 孩 忍 挨 改 欬 欸 涘 矣 誒 駭 駴 㐌 㗒 㤥 䀭,矣,0,,,gold/stt11_page_0196_c07_128.png
灼,sáng,1,1,1,REVIEW,True,chước,36,𱢞 刅 创 刱 剏 剙 創 戧 朗 灱 灲 瘡 瞆 粰 郎 𠒫 𠓇 𠛂 𠛲 𠝀,灲,0,,,gold/stt2_page_0258_c09_165.png
灶,sưởi,1,1,1,REVIEW,True,bếp táo,2,汰 𤇧,,0,,,
灶,dô,1,1,1,REVIEW,True,bếp táo,9,凷 由 甴 逌 㽕 𠱋 𠴗 𣓐 𥛅,,0,,,
灵,con,1,1,1,REVIEW,True,lanh leng linh liuh liêng loanh lênh lình lẻng thiêng,15,ヌ  婫 岞 昆 晜 罤 群 㒭 𡥵 𣋥 𤙭 𥊽 𧲟 𫴾,,155,,,
灰,ví,1,1,1,REVIEW,True,hoi hui hôi khói khôi vôi,27, 𱒢 叿 啻 喟 嘳 圍 彼 欳 為 爲 訲 譬 㕟 𠣠 𠣱 𠷝 𠸠 𠺏 𠿥,,6,,,
灰,thịt,1,1,1,REVIEW,True,hoi hui hôi khói khôi vôi,8, 舌 䏦 𠯑 𡶀 𢀛 𦧘 𬚸,,6,,,
灰,sức,1,1,1,REVIEW,True,hoi hui hôi khói khôi vôi,21,仂 力 式 恜 拭 栻 飭 飾 餙 餝 饬 饰 齪 𠠲 𠯅 𩚍 𩚠 𩛏 𩛙 𩜓,,6,,,
灰,nuôi,1,1,1,REVIEW,True,hoi hui hôi khói khôi vôi,20,哸 娞 挼 捰 捼 浽 腇 芮 隋 餒 餧 𩝺 𩟼 𬛠 𬯜 󰬨 󱚈 󱟎 󱰐 󱸞,,6,,,
灰,một,1,1,1,REVIEW,True,hoi hui hôi khói khôi vôi,37,        𱥺 刎 圽 堆 墓 更 歾 歿 殁 殳 沒 没,,6,,,
灯,đức,1,1,1,REVIEW,True,rành đinh đèn đăng,21, 𱐩 𱝮 徳 德 恴 悳 惪 㤫 㥀 㥁 䙷 𢛳 𢜖 𢠀 𢤊 𨗌 𨗤 𭲖 󰆙,,3,,,
火,thiếu,1,1,1,REVIEW,True,hỏa linh lửa ỏa,23,倹 儉 吵 少 條 烧 燒 眺 瞅 矁 粜 糶 脁 艞 覜 頫 𠈏 𥄨 𥆮 𥺋,烧,0,,,
灌,nước,1,1,1,REVIEW,True,an hoán quyền quàn quán,13, 匿 國 娘 搩 於 渃 珠 箸 著 𣋐 𣥧 𫭔,,0,,,
瀝,trị,1,1,1,REVIEW,True,lạch lệch lịch rách rạch sạch,17,乿 値 倳 值 植 治 直 稙 胾 𡥎 𡭒 𣳮 𦙼 𦚚 𦛹 𦠋 剚,,1,,,
濼,lăm,1,1,1,REVIEW,True,bạc lạc nhợt,11,啉 婪 惏 林 𠄻 𠄼 𠵂 𢆥 𬂽 󰢵 𭸓,,0,,,
濺,càng,1,1,1,REVIEW,True,thiển tiên tiễn,17,乾 亘 岡 強 强 彊 犟 綱 𢏟 𣚦 𥆁 𧈧 𧖑 𪨈 𫋙 𮜓 󱢥,,0,,,
濤,lăm,1,1,1,REVIEW,True,rều triều trào xèo đào đảo,11,啉 婪 惏 林 𠄻 𠄼 𠵂 𢆥 𬂽 󰢵 𭸓,,0,,,
濤,li,1,1,1,REVIEW,True,rều triều trào xèo đào đảo,113,剺 厘 喱 囁 嫠 孋 廛 彲 斄 杝 氂 漓 灕 牦 犛 狸 琍 璃 瓈 瓼,,0,,,
濡,so,1,1,1,REVIEW,True,nhi nhiễn nhu nhua nhung nhuyên nhuyễn nhuạ nhuốc nhô nhúa nhũn,44,刳 嚧 抠 挎 捈 推 搊 摳 攄 棊 樞 毆 牢 粗 芻 蒭 趍 趣 趨 跢,,0,,,
滬,sông,1,1,1,REVIEW,True,hỗ hộ,10,槣 江 滝 漗 瀧 秦 㳘 𤯩 𪷹 󱦿,,0,,,
满,chưa,1,1,1,REVIEW,True,muốn mãn mảng,29,初 朱 渚 濐 瀦 猪 荗 諸 豬 陼 㐌 㨋 㵭 䐗 𢑳 𢒕 𣌆 𣗓 𣜾 𣠕,,0,,,
添,phải,1,1,1,REVIEW,True,chem chăm thiêm thèm thêm thếch triêm trèm,30,仕 伂 塊 折 拜 拝 朝 沛 派 芾 霈 㳈 𡴬 𢪙 𢫶 𢮠 𢰛 𢱭 𢳎 𢴽,,4,,,
渚,tiếng,1,1,1,REVIEW,True,cho chã chú chơi chưa chả chớ chở chứ chứa chử chửa,6,曢 浽 省 㗂 𠳒 𪱐,㗂,81,,,
渴,giảng,1,1,1,REVIEW,True,hét hạt khát kiệt ướt,6,耩 講 讲 顜 𧪸 𧪿,,4,,,
渴,chó,1,1,1,REVIEW,True,hét hạt khát kiệt ướt,10,匵 犬 犭 犮 犾 㹜 㹥 𤝹 𤠚 𦢞,,4,,,
港,phan,1,1,1,REVIEW,True,câu cảng hống,33,幡 扳 拌 拚 攀 旙 旛 潘 璠 畨 番 蕃 藩 蹯 鄱 㐴 䆺 𠔀 𠬜 𡴂,,0,,,
温,on,1,1,1,REVIEW,True,uẩn ôn ồn ổn,4,吮 論 𤵊 𦟒,,0,,,
温,nước,1,1,1,REVIEW,True,uẩn ôn ồn ổn,13, 匿 國 娘 搩 於 渃 珠 箸 著 𣋐 𣥧 𫭔,,0,,,
温,ga,1,1,1,REVIEW,True,uẩn ôn ồn ổn,0,,,0,,,
渥,nước,1,1,1,REVIEW,True,dốc ác âu ô ốc,13, 匿 國 娘 搩 於 渃 珠 箸 著 𣋐 𣥧 𫭔,,0,,,
渣,chớ,1,1,1,REVIEW,True,tra,19, 咀 啫 渚 濐 籒 著 陼 㵭 䐗 𠤆 𠤌 𠹲 𣜾 𤀞 𤈪 著 󱉟 󱧥,,0,,,
渡,biển,1,1,1,REVIEW,True,dác dạc đo đác đò đù đạc đọ đồ đỗ độ đợ,45,匾 变 彼 惼 扁 汴 煸 猵 碥 稨 艑 萹 藊 蝙 褊 諞 谝 蹁 騗 騙,𣷷,1,,,
渠,van,1,1,1,REVIEW,True,cừ cự gừa khờ,8,吻 呅 喛 援 𠹚 𠺚 𠺺 𫾖,,0,,,
渠,thầy,1,1,1,REVIEW,True,cừ cự gừa khờ,8,  偨 柴 祡 茈 賴 𪪀,柴,0,,,gold/stt4_page_0172_c03_070.png
渠,lăm,1,1,1,REVIEW,True,cừ cự gừa khờ,11,啉 婪 惏 林 𠄻 𠄼 𠵂 𢆥 𬂽 󰢵 𭸓,,0,,,
渚,li,1,1,1,REVIEW,True,cho chã chú chơi chưa chả chớ chở chứ chứa chử chửa,113,剺 厘 喱 囁 嫠 孋 廛 彲 斄 杝 氂 漓 灕 牦 犛 狸 琍 璃 瓈 瓼,,81,,,
滛,nước,1,1,1,REVIEW,True,dào dâm dầm giâm giầm rào râm rầm đầm đẫm đằm ầm,13, 匿 國 娘 搩 於 渃 珠 箸 著 𣋐 𣥧 𫭔,,5,,,
渊,kêu,1,1,1,REVIEW,True,uyên,23,叫 呌 啸 嗃 嘂 嘄 嘵 嘺 噭 崐 挑 訆 譥 䚯 𠮧 𠮪 𠶼 𠸵 𠻌 𠼨,,0,,,
渊,dòng,1,1,1,REVIEW,True,uyên,7,匇 同 用 𡛾 𣳔 𨦩 𬗝,𣳔,0,,,gold/stt4_page_0270_c02_041.png
渉,về,1,1,1,REVIEW,True,mái thiệp,23,𱸳 揮 撝 皮 米 耒 衛 衞 還 駆 䘙 𠀄 𡗅 𢠿 𧗱 𩤸 𬩍 󰓟 󰡲 󱘌,,0,,,
済,li,1,1,1,REVIEW,True,tế,113,剺 厘 喱 囁 嫠 孋 廛 彲 斄 杝 氂 漓 灕 牦 犛 狸 琍 璃 瓈 瓼,,0,,,
済,a,1,1,1,REVIEW,True,tế,118,丫 了 亜 亞 兮 呀 呵 哑 啊 啞 嗄 堊 妸 娿 婀 婐 婭 客 屙 惡,,0,,,
清,xinh,1,1,1,REVIEW,True,mưa sảnh thanh thinh thành thênh thảnh xênh,22,些 嗔 性 摚 撐 撑 樘 橕 牲 生 甥 蹚 䟫 𠤵 𠥱 𠰮 𢴤 𣛟 𣥺 𤯓,,2,,,
